German_Lemma,English_Lemma,Chinese_Lemma,POS
Notfall,emergency,紧急情况,NOUN
nutzen,use,使用,VERB
Ohr,ear,耳朵,NOUN
Panik,panic,恐慌,NOUN
Papier,paper,纸,NOUN
Partei,party,政党,NOUN
passen,fit,合适,VERB
Pech,bad luck,倒霉,NOUN
Pfund,pound,磅,NOUN
Pistole,pistol,手枪,NOUN
Politiker,politician,政治家,NOUN
Post,post office,邮局,NOUN
praktisch,practical,实用的,ADJ
Presse,press,新闻界,NOUN
Priester,priest,牧师,NOUN
Prinz,prince,王子,NOUN
Professor,professor,教授,NOUN
Programm,program,节目,NOUN
Projekt,project,项目,NOUN
prost,cheers,干杯,INTJ
Prozent,percent,百分比,NOUN
Prüfung,exam,考试,NOUN
Publikum,audience,观众,NOUN
Quittung,receipt,收据,NOUN
Rabatt,discount,折扣,NOUN
rauf,up,向上,ADV
rausfinden,to find out,找出,VERB
rauslassen,to let out,放出,VERB
Rechnung,invoice,账单,NOUN
rechtzeitig,in time,及时的,ADJ
Regel,rule,规则,NOUN
Regen,rain,雨,NOUN
Regisseur,director,导演,NOUN
reich,rich,富有的,ADJ
reichen,to be enough,足够,VERB
Reifen,tire,轮胎,NOUN
Reihe,row,排,NOUN
reinkommen,to come in,进来,VERB
reisen,to travel,旅行,VERB
rennen,to run,跑,VERB
reparieren,to repair,修理,VERB
Revier,precinct,辖区,NOUN
Riese,giant,巨人,NOUN
Ritter,knight,骑士,NOUN
Rock,skirt,裙子,NOUN
Roman,novel,小说,NOUN
rudern,to row,划船,VERB
Runde,round,轮,NOUN
Rundfunk,radio,收音机,NOUN
rühren,to stir,搅拌,VERB
satt,full,饱的,ADJ
Satz,sentence,句子,NOUN
schade,pity,可惜,ADJ
scharf,sharp,锋利的,ADJ
Schatten,shadow,阴影,NOUN
Schauspieler,actor,演员,NOUN
Scheidung,divorce,离婚,NOUN
scheinen,shine,照耀,VERB
schief,crooked,歪的,ADJ
Schlafzimmer,bedroom,卧室,NOUN
Schlange,snake,蛇,NOUN
schließlich,finally,最后,ADV
Schloss,castle,城堡,NOUN
schmecken,to taste,尝,VERB
schnappen,catch,抓住,VERB
Schnauze,snout,口鼻,NOUN
Schnee,snow,雪,NOUN
Schnupfen,cold,感冒,NOUN
Schock,shock,震惊,NOUN
Schrank,wardrobe,衣柜,NOUN
Schrei,scream,尖叫,NOUN
Schrift,writing,文字,NOUN
Schulden,debts,债务,NOUN
Schulter,shoulder,肩膀,NOUN
schwach,weak,虚弱的,ADJ
Schwanz,tail,尾巴,NOUN
schwarz,black,黑色的,ADJ
Schwein,pig,猪,NOUN
Schwert,sword,剑,NOUN
schwul,gay,同性恋的,ADJ
schälen,to peel,削皮,VERB
Schüler,pupil,学生,NOUN
See,lake,湖,NOUN
selten,rare,稀有的,ADJ
Sieg,victory,胜利,NOUN
Sitzung,meeting,会议,NOUN
Soldat,soldier,士兵,NOUN
Sonntag,Sunday,星期日,NOUN
sortieren,to sort,排序,VERB
sowas,such a thing,这样的事,PRON
sparen,to save,节省,VERB
speichern,to save,保存,VERB
Spieler,player,球员,NOUN
Sprache,language,语言,NOUN
Spritze,injection,注射,NOUN
Staatsanwalt,prosecutor,检察官,NOUN
Star,star (celebrity),明星,NOUN
starten,to start,开始,VERB
stattfinden,to take place,举行,VERB
stehlen,to steal,偷,VERB
steigen,to climb,攀登,VERB
Stich,sting,刺,NOUN
Stift,pen,笔,NOUN
stimmen,to be right,正确,VERB
Stimmung,mood,情绪,NOUN
Stock,floor,楼层,NOUN
Stoff,fabric,布料,NOUN
stoppen,to stop,停止,VERB
Strand,beach,海滩,NOUN
Strom,electricity,电,NOUN
Student,university student,大学生,NOUN
Studium,studies,学业,NOUN
Stuhl,chair,椅子,NOUN
Sturm,storm,风暴,NOUN
Süden,south,南方,NOUN
Tablette,pill,药片,NOUN
Tanz,dance,舞蹈,NOUN
Tatort,crime scene,犯罪现场,NOUN
tauchen,to dive,潜水,VERB
teilnehmen,to participate,参加,VERB
Teppich,carpet,地毯,NOUN
teuer,expensive,昂贵的,ADJ
Tier,animal,动物,NOUN
Tod,death,死亡,NOUN
Toilette,toilet,厕所,NOUN
Ton,sound,声音,NOUN
Tor,gate,大门,NOUN
Tote,dead person,死者,NOUN
Treppe,staircase,楼梯,NOUN
treten,to step,踩,VERB
Träne,tear,眼泪,NOUN
träumen,to dream,做梦,VERB
tschüs,bye,再见,INTJ
täglich,daily,每日的,ADJ
ums,around the,绕着,ADP
umsonst,for free,免费,ADV
ungefähr,roughly,大约,ADV
Universität,university,大学,NOUN
unterhalten,to entertain,娱乐,VERB
Unterricht,lesson,课程,NOUN
unterrichten,to teach,授课,VERB
unterstützen,to support,支持,VERB
Unterstützung,support,支持,NOUN
Untersuchung,investigation,调查,NOUN
verabreden,to arrange a meeting,约定,VERB
Verbrechen,crime,犯罪,NOUN
Verbrecher,criminal,罪犯,NOUN
Verdacht,suspicion,怀疑,NOUN
verdammt,damn,该死的,ADJ
verhaften,to arrest,逮捕,VERB
verletzen,to injure,伤害,VERB
vermutlich,probably,大概,ADV
verpacken,to pack,包装,VERB
verpassen,to miss,错过,VERB
Versprechen,promise,承诺,NOUN
Verspätung,delay,延误,NOUN
Versteck,hiding place,藏身处,NOUN
verwenden,to use,使用,VERB
verändern,to change,改变,VERB
veröffentlichen,to publish,出版,VERB
vieles,many things,许多事物,PRON
voraus,ahead,在前面,ADV
vorbereiten,to prepare,准备,VERB
vorn,in front,在前面,ADV
Vorschlag,proposal,建议,NOUN
vorschlagen,to suggest,建议,VERB
Wache,guard,警卫,NOUN
wachsen,to grow,生长,VERB
Waffe,weapon,武器,NOUN
wahnsinnig,crazy,疯狂的,ADJ
Wand,wall,墙壁,NOUN
wandern,to hike,徒步,VERB
warm,warm,温暖的,ADJ
waschen,to wash,洗,VERB
wechseln,to change,更换,VERB
wehtun,to hurt,使疼痛,VERB
weiter,further,进一步的,ADJ
weiterhin,furthermore,此外,ADV
welches,which,哪个,DET
Westen,west,西方,NOUN
Wetter,weather,天气,NOUN
wiegen,to weigh,称重,VERB
woanders,somewhere else,在别处,ADV
Wohnzimmer,living room,客厅,NOUN
worauf,on what,在什么上面,ADV
worum,about what,关于什么,ADV
worüber,about what,关于什么,ADV
Wunde,wound,伤口,NOUN
Wunsch,wish,愿望,NOUN
Wut,anger,愤怒,NOUN
wählen,to choose,选择,VERB
Wörterbuch,dictionary,词典,NOUN
wünschen,to wish,祝愿,VERB
Zahn,tooth,牙齿,NOUN
Zeitpunkt,point in time,时间点,NOUN
Zeitung,newspaper,报纸,NOUN
Zelle,cell,细胞,NOUN
Zeuge,witness,证人,NOUN
Zeugnis,report card,成绩单,NOUN
Ziel,target,目标,NOUN
Zufall,coincidence,巧合,NOUN
zufrieden,satisfied,满意的,ADJ
zuhören,to listen,倾听,VERB
zuletzt,last,最后,ADV
zumachen,to close,关上,VERB
zumindest,at least,至少,ADV
Zunge,tongue,舌头,NOUN
zurückgeben,to return,归还,VERB
zurückkommen,to come back,回来,VERB
zustimmen,to agree,同意,VERB
zuvor,before,之前,ADV
zweimal,twice,两次,ADV
ähnlich,similar,相似的,ADJ
ärgern,to annoy,使生气,VERB
öfter,more often,更频繁,ADV
überleben,to survive,幸存,VERB
überlegen,to consider,考虑,VERB
überprüfen,to check,检查,VERB
überqueren,to cross,横穿,VERB
übrigens,by the way,顺便说一下,ADV
Abenteuer,adventure,冒险,NOUN
Absicht,intention,意图,NOUN
Abteilung,department,部门,NOUN
Affäre,affair,风流韵事,NOUN
Akte,file,档案,NOUN
akzeptieren,to accept,接受,VERB
allerdings,however,然而,ADV
Anführer,leader,首领,NOUN
Angriff,attack,攻击,NOUN
annehmen,to accept,接受,VERB
Antrag,application,申请,NOUN
antun,to do (harm),伤害,VERB
anwenden,to apply,应用,VERB
Anzeige,advertisement,广告,NOUN
Applaus,applause,掌声,NOUN
Artikel,article,文章,NOUN
aufgeben,to give up,放弃,VERB
aufgeregt,excited,兴奋的,ADJ
Aufmerksamkeit,attention,注意力,NOUN
aufnehmen,to record,录制,VERB
Aussage,statement,陈述,NOUN
außerhalb,outside of,在...之外,ADP
beantragen,to apply for,申请,VERB
Bedeutung,meaning,意义,NOUN
Beeilung,hurry,匆忙,NOUN
befreien,to free,解放,VERB
begeistert,enthusiastic,热情的,ADJ
begleiten,to accompany,陪伴,VERB
begraben,to bury,埋葬,VERB
behandeln,to treat,对待,VERB
Behandlung,treatment,治疗,NOUN
beobachten,to observe,观察,VERB
beraten,to advise,咨询,VERB
berechnen,to calculate,计算,VERB
Bericht,report,报告,NOUN
beruhigen,to calm,使平静,VERB
Besatzung,crew,全体船员,NOUN
Besitzer,owner,所有者,NOUN
besorgen,to procure,获取,VERB
besprechen,to discuss,讨论,VERB
bestehen,to pass,通过,VERB
bestrafen,to punish,惩罚,VERB
betreffen,to concern,涉及,VERB
betreuen,to look after,照料,VERB
betrunken,drunk,醉的,ADJ
Beweis,proof,证据,NOUN
bewerben,to apply,申请,VERB
bewusst,conscious,意识到的,ADJ
Blödsinn,nonsense,胡说,NOUN
Botschaft,message,消息,NOUN
Bürger,citizen,公民,NOUN
Bürgermeister,mayor,市长,NOUN
daher,therefore,因此,ADV
dahinter,behind it,在后面,ADV
dankbar,grateful,感激的,ADJ
dauernd,constant,持续的,ADJ
definitiv,definitely,明确地,ADV
deren,whose,其,PRON
derjenige,the one,那个,DET
derselbe,the same,同一个,DET
dessen,whose,其,PRON
desto,the more,越,ADV
dicht,dense,密集的,ADJ
Direktor,director,主任,NOUN
dokumentieren,to document,记录,VERB
dringend,urgent,紧急的,ADJ
drüber,over it,在上面,ADV
durcheinander,confused,混乱的,ADV
düster,gloomy,阴郁的,ADJ
eifersüchtig,jealous,嫉妒的,ADJ
einander,each other,互相,PRON
eindeutig,unambiguous,明确的,ADJ
Eindruck,impression,印象,NOUN
Einheit,unit,单位,NOUN
einigen,to agree,达成一致,VERB
einiges,some things,一些事情,PRON
einsam,lonely,孤独的,ADJ
Einsatz,deployment,投入,NOUN
empfangen,to receive,接收,VERB
enden,to end,结束,VERB
Energie,energy,能量,NOUN
entfernen,to remove,移除,VERB
entkommen,to escape,逃跑,VERB
entlassen,to dismiss,解雇,VERB
Erfahrung,experience,经验,NOUN
erfolgreich,successful,成功的,ADJ
Ergebnis,result,结果,NOUN
erkennen,to recognize,认出,VERB
Erklärung,explanation,解释,NOUN
erkranken,to fall ill,患病,VERB
erlauben,to allow,允许,VERB
Erlaubnis,permission,许可,NOUN
erleben,to experience,经历,VERB
ernsthaft,serious,认真的,ADJ
ertragen,to bear,忍受,VERB
erziehen,to educate,教育,VERB
extrem,extreme,极端的,ADJ
Falle,trap,陷阱,NOUN
Fang,catch,捕捉,NOUN
fassen,to grasp,抓住,VERB
fern,far,远的,ADV
Fingerabdruck,fingerprint,指纹,NOUN
fliehen,to flee,逃跑,VERB
Flucht,escape,逃跑,NOUN
Folge,episode,集,NOUN
Freiheit,freedom,自由,NOUN
freiwillig,voluntary,自愿的,ADJ
Freundschaft,friendship,友谊,NOUN
Frieden,peace,和平,NOUN
Gaststätte,restaurant,餐厅,NOUN
Gebiet,area,地区,NOUN
Geduld,patience,耐心,NOUN
gefährden,to endanger,危及,VERB
gegenseitig,mutual,相互的,ADJ
Gegenteil,opposite,对立面,NOUN
geheim,secret,秘密的,ADJ
Gehirn,brain,大脑,NOUN
Gelegenheit,opportunity,机会,NOUN
gelten,to be valid,适用,VERB
gemein,mean,刻薄的,ADJ
Genie,genius,天才,NOUN
genießen,to enjoy,享受,VERB
geraten,to get into,陷入,VERB
Gerechtigkeit,justice,正义,NOUN
Gericht,court,法院,NOUN
gesamt,entire,全部的,ADJ
Gesetz,law,法律,NOUN
getrennt,separated,分开的,ADJ
Gewalt,violence,暴力,NOUN
Gewissen,conscience,良心,NOUN
Gift,poison,毒药,NOUN
gleichen,to resemble,相似,VERB
Grad,degree,度,NOUN
Hafen,port,港口,NOUN
handeln,to act,行动,VERB
Haufen,pile,堆,NOUN
heim,home,回家,ADV
Heimat,homeland,家乡,NOUN
Held,hero,英雄,NOUN
herstellen,to produce,生产,VERB
hinaus,out,出去,ADV
hinein,into,进去,ADV
Hintergrund,background,背景,NOUN
hinterlassen,to leave behind,留下,VERB
indem,by doing,通过,SCONJ
innerhalb,within,在...之内,ADP
jedenfalls,anyway,无论如何,ADV
Klopfen,knocking,敲击,NOUN
klären,to clarify,澄清,VERB
knapp,scarce,短缺的,ADJ
kontrollieren,to control,控制,VERB
Lager,camp,营地,NOUN
landen,to land,降落,VERB
leiden,to suffer,受苦,VERB
Leiter,leader,领导者,NOUN
lösen,to solve,解决,VERB
Macht,power,力量,NOUN
mager,lean,瘦的,ADJ
mehrere,several,几个,DET
Menschheit,humanity,人类,NOUN
Mittel,means,手段,NOUN
Motiv,motive,动机,NOUN
Mut,courage,勇气,NOUN
mutig,brave,勇敢的,ADJ
Mühe,effort,努力,NOUN
offenbar,apparently,显然,ADV
offensichtlich,obvious,明显的,ADJ
offiziell,official,官方的,ADJ
Opfer,victim,受害者,NOUN
peinlich,embarrassing,尴尬的,ADJ
pflegen,to care for,护理,VERB
Pflicht,duty,义务,NOUN
Politik,politics,政治,NOUN
Prozess,process,过程,NOUN
Quelle,source,来源,NOUN
Rache,revenge,复仇,NOUN
Risiko,risk,风险,NOUN
riskieren,to risk,冒险,VERB
Schaden,damage,损害,NOUN
Schutz,protection,保护,NOUN
Schwierigkeit,difficulty,困难,NOUN
schätzen,to appreciate,感激,VERB
Seele,soul,灵魂,NOUN
Selbstmord,suicide,自杀,NOUN
Sendung,broadcast,广播节目,NOUN
spüren,to feel,感觉,VERB
Staat,state,国家,NOUN
Strafe,punishment,惩罚,NOUN
streng,strict,严格的,ADJ
Stärke,strength,力量,NOUN
Tatsache,fact,事实,NOUN
Theorie,theory,理论,NOUN
umgehen,to handle,处理,VERB
unschuldig,innocent,无辜的,ADJ
unternehmen,to undertake,从事,VERB
Unterschied,difference,区别,NOUN
Verantwortung,responsibility,责任,NOUN
verbunden,connected,连接的,ADJ
vereinbaren,to arrange,约定,VERB
verfolgen,to pursue,追捕,VERB
Vergnügen,pleasure,乐趣,NOUN
Verhalten,behavior,行为,NOUN
verhandeln,to negotiate,谈判,VERB
verhindern,to prevent,阻止,VERB
vernichten,to destroy,毁灭,VERB
Verräter,traitor,叛徒,NOUN
versorgen,to provide for,供应,VERB
Verstand,mind,理智,NOUN
verteidigen,to defend,保卫,VERB
Vertrag,contract,合同,NOUN
verurteilen,to sentence,判刑,VERB
verwirren,to confuse,使困惑,VERB
vollkommen,completely,完全地,ADV
Vorstellung,idea,概念,NOUN
Wesen,being,生物,NOUN
wirken,to seem,显得,VERB
Zugang,access,通道,NOUN
zulassen,to permit,允许,VERB
Zusage,commitment,承诺,NOUN
Zustand,condition,状态,NOUN
zusätzlich,extra,额外的,ADJ
Zweifel,doubt,怀疑,NOUN
überzeugen,to convince,说服,VERB
